rank_share,journal_key,full_title,gwas_hits,total_articles,fraction_gwas
407,Proc AAAI Conf Artif Intell,Proceedings of the ... AAAI Conference on Artificial Intelligence. AAAI Conference on Artificial Intelligence,1,73,0.013699
408,Scand Stat Theory Appl,"Scandinavian journal of statistics, theory and applications",1,73,0.013699
409,Lancet Neurol,The Lancet. Neurology,66,4823,0.013684
410,Curr Mol Med,Current molecular medicine,25,1837,0.013609
411,Calcif Tissue Int,Calcified tissue international,33,2426,0.013603
412,Sex Med,Sexual medicine,12,885,0.013559
413,Electron J Stat,Electronic journal of statistics,1,74,0.013514
414,Proc (IEEE Int Conf Healthc Inform),Proceedings. IEEE International Conference on Healthcare Informatics,1,74,0.013514
415,J Am Acad Child Adolesc Psychiatry,Journal of the American Academy of Child and Adolescent Psychiatry,47,3479,0.013510
416,Curr Hypertens Rep,Current hypertension reports,20,1482,0.013495
417,J Adv Res,Journal of advanced research,35,2609,0.013415
418,J Psychopathol Clin Sci,Journal of psychopathology and clinical science,5,373,0.013405
419,Mt Sinai J Med,"The Mount Sinai journal of medicine, New York",5,374,0.013369
420,Glomerular Dis,Glomerular diseases,2,150,0.013333
421,JMIR Bioinform Biotechnol,JMIR bioinformatics and biotechnology,1,75,0.013333
422,Stat Probab Lett,Statistics & probability letters,1,75,0.013333
423,Plant Environ Interact,"Plant-environment interactions (Hoboken, N.J.)",3,226,0.013274
424,Prostate,The Prostate,44,3322,0.013245
425,Ann Gen Psychiatry,Annals of general psychiatry,11,834,0.013189
426,Curr Hepatol Rep,Current hepatology reports,1,76,0.013158
427,J Physiol Investig,Journal of physiological investigation,1,76,0.013158
428,J Pract Nurs,The Journal of practical nursing,1,76,0.013158
429,Neuroprotection,"Neuroprotection (Chichester, England)",1,76,0.013158
430,Aging (Albany NY),Aging,109,8291,0.013147
431,Urolithiasis,Urolithiasis,18,1378,0.013062
432,J Neurodev Disord,Journal of neurodevelopmental disorders,10,766,0.013055
433,Front Nutr,Frontiers in nutrition,160,12292,0.013017
434,Bayesian Anal,Bayesian analysis,1,77,0.012987
435,NAR Mol Med,NAR molecular medicine,1,77,0.012987
436,Evol Appl,Evolutionary applications,26,2004,0.012974
437,Curr Opin Gastroenterol,Current opinion in gastroenterology,21,1624,0.012931
438,Adv Clin Chem,Advances in clinical chemistry,8,619,0.012924
439,J Am Soc Nephrol,Journal of the American Society of Nephrology : JASN,76,5904,0.012873
440,Mol Syst Biol,Molecular systems biology,19,1482,0.012821
441,Respir Res,Respiratory research,56,4404,0.012716
442,Nat Rev Nephrol,Nature reviews. Nephrology,34,2676,0.012706
443,BBA Clin,BBA clinical,2,158,0.012658
444,Gut,Gut,79,6258,0.012624
445,Planta,Planta,57,4519,0.012613
446,Am J Respir Cell Mol Biol,American journal of respiratory cell and molecular biology,48,3825,0.012549
447,Neurol Ther,Neurology and therapy,11,877,0.012543
448,Curr Opin Neurol,Current opinion in neurology,25,1994,0.012538
449,Genomic Med,Genomic medicine,1,80,0.012500
450,Behav Brain Funct,Behavioral and brain functions : BBF,9,721,0.012483
451,Commun Med (Lond),Communications medicine,17,1367,0.012436
452,J Gene Med,The journal of gene medicine,18,1448,0.012431
453,Mol Aspects Med,Molecular aspects of medicine,11,887,0.012401
454,Epilepsia Open,Epilepsia open,14,1130,0.012389
455,Mol Biol Rep,Molecular biology reports,152,12281,0.012377
456,Front Bioinform,Frontiers in bioinformatics,7,566,0.012367
457,Transl Res,Translational research : the journal of laboratory and clinical medicine,23,1860,0.012366
458,ACM BCB,"ACM-BCB ... ... : the ... ACM Conference on Bioinformatics, Computational Biology and Biomedicine. ACM Conference on Bioinformatics, Computational Biology and Biomedicine",1,81,0.012346
459,Inflamm Bowel Dis,Inflammatory bowel diseases,81,6580,0.012310
460,JRSM Cardiovasc Dis,JRSM cardiovascular disease,3,244,0.012295
461,New Phytol,The New phytologist,140,11419,0.012260
462,Tob Induc Dis,Tobacco induced diseases,16,1312,0.012195
463,Autoimmune Dis,Autoimmune diseases,3,246,0.012195
464,Birth Defects Res,Birth defects research,15,1232,0.012175
465,Mov Disord,Movement disorders : official journal of the Movement Disorder Society,96,7903,0.012147
466,Plant Cell Rep,Plant cell reports,42,3459,0.012142
467,Curr Opin Immunol,Current opinion in immunology,25,2059,0.012142
468,Comput Struct Biotechnol J,Computational and structural biotechnology journal,44,3634,0.012108
469,J Mol Neurosci,Journal of molecular neuroscience : MN,42,3472,0.012097
470,Anim Sci J,Animal science journal = Nihon chikusan Gakkaiho,30,2486,0.012068
471,Cardiovasc Diabetol,Cardiovascular diabetology,45,3735,0.012048
472,Funct Ecol,Functional ecology,1,83,0.012048
473,J Stat Softw,Journal of statistical software,1,83,0.012048
474,Plants (Basel),"Plants (Basel, Switzerland)",255,21179,0.012040
475,Arthritis Rheum,Arthritis and rheumatism,51,4239,0.012031
476,Annu Rev Vis Sci,Annual review of vision science,3,252,0.011905
477,Arabidopsis Book,The arabidopsis book,1,84,0.011905
478,Commun Stat Theory Methods,Communications in statistics: theory and methods,1,84,0.011905
479,Hypertension,"Hypertension (Dallas, Tex. : 1979)",92,7735,0.011894
480,Nucleic Acids Res,Nucleic acids research,297,24998,0.011881
481,Curr Neurovasc Res,Current neurovascular research,11,927,0.011866
482,Acta Diabetol,Acta diabetologica,31,2615,0.011855
483,Dev Disabil Res Rev,Developmental disabilities research reviews,2,169,0.011834
484,Nihon Rinsho Meneki Gakkai Kaishi,Nihon Rinsho Men'eki Gakkai kaishi = Japanese journal of clinical immunology,11,931,0.011815
485,bioRxiv,bioRxiv : the preprint server for biology,439,37168,0.011811
486,World J Mens Health,The world journal of men's health,9,762,0.011811
487,Rejuvenation Res,Rejuvenation research,15,1272,0.011792
488,Mol Diagn Ther,Molecular diagnosis & therapy,12,1018,0.011788
489,J Gerontol A Biol Sci Med Sci,"The journals of gerontology. Series A, Biological sciences and medical sciences",57,4840,0.011777
490,BMC Pulm Med,BMC pulmonary medicine,55,4675,0.011765
491,Neuropsychopharmacol Hung,Neuropsychopharmacologia Hungarica : a Magyar Pszichofarmakologiai Egyesulet lapja = official journal of the Hungarian Association of Psychopharmacology,5,425,0.011765
492,GigaByte,"GigaByte (Hong Kong, China)",2,170,0.011765
493,High Throughput,High-throughput,1,85,0.011765
494,Personal Neurosci,Personality neuroscience,1,85,0.011765
495,PLoS Comput Biol,PLoS computational biology,137,11667,0.011743
496,Curr Opin Clin Nutr Metab Care,Current opinion in clinical nutrition and metabolic care,21,1789,0.011738
497,Genome Biol Evol,Genome biology and evolution,44,3762,0.011696
498,J Mol Endocrinol,Journal of molecular endocrinology,15,1285,0.011673
499,J Parkinsons Dis,Journal of Parkinson's disease,20,1719,0.011635
500,Front Stroke,Frontiers in stroke,2,172,0.011628
501,Rheum Dis Clin North Am,Rheumatic diseases clinics of North America,12,1035,0.011594
502,Nat Rev Neurol,Nature reviews. Neurology,32,2762,0.011586
503,Vestn Ross Akad Med Nauk,Vestnik Rossiiskoi akademii meditsinskikh nauk,13,1123,0.011576
504,Tissue Antigens,Tissue antigens,22,1910,0.011518
505,Annu Rev Plant Biol,Annual review of plant biology,6,521,0.011516
506,J Diabetes,Journal of diabetes,20,1738,0.011507
507,Mol Ecol,Molecular ecology,96,8343,0.011507
508,Physiol Mol Biol Plants,Physiology and molecular biology of plants : an international journal of functional plant biology,20,1739,0.011501
509,Consort Psychiatr,Consortium psychiatricum,2,174,0.011494
510,Am Stat,The American statistician,1,87,0.011494
511,Front Mol Med,Frontiers in molecular medicine,1,87,0.011494
512,Hokkaido Igaku Zasshi,[Hokkaido igaku zasshi] The Hokkaido journal of medical science,1,87,0.011494
513,Nutr Diabetes,Nutrition & diabetes,8,697,0.011478
514,Prog Mol Biol Transl Sci,Progress in molecular biology and translational science,19,1660,0.011446
515,Neurobiol Stress,Neurobiology of stress,8,699,0.011445
516,Curr Gene Ther,Current gene therapy,10,875,0.011429
517,Int Dent J,International dental journal,23,2013,0.011426
518,Biochem Genet,Biochemical genetics,25,2192,0.011405
519,Curr Cardiol Rep,Current cardiology reports,28,2466,0.011354
520,Curr Opin Nephrol Hypertens,Current opinion in nephrology and hypertension,19,1679,0.011316
521,Pulse (Basel),"Pulse (Basel, Switzerland)",2,177,0.011299
522,Bone Res,Bone research,7,620,0.011290
523,J Lipid Res,Journal of lipid research,50,4443,0.011254
524,Chin J Cancer,Chinese journal of cancer,9,800,0.011250
525,J Huntingtons Dis,Journal of Huntington's disease,6,534,0.011236
526,Annu Rev Public Health,Annual review of public health,6,536,0.011194
527,Front Aging Neurosci,Frontiers in aging neuroscience,86,7684,0.011192
528,Endocr Metab Immune Disord Drug Targets,"Endocrine, metabolic & immune disorders drug targets",21,1884,0.011146
529,Sleep,Sleep,57,5120,0.011133
530,Alcohol Clin Exp Res,"Alcoholism, clinical and experimental research",46,4136,0.011122
531,J Neural Transm (Vienna),"Journal of neural transmission (Vienna, Austria : 1996)",37,3330,0.011111
532,Npj Ment Health Res,Npj mental health research,2,180,0.011111
533,Adv Biotechnol (Singap),Advanced biotechnology,1,90,0.011111
534,Expert Rev Clin Immunol,Expert review of clinical immunology,24,2166,0.011080
535,Adv Pharmacol,"Advances in pharmacology (San Diego, Calif.)",7,633,0.011058
536,Best Pract Res Clin Endocrinol Metab,Best practice & research. Clinical endocrinology & metabolism,14,1267,0.011050
537,Environ Mol Mutagen,Environmental and molecular mutagenesis,14,1268,0.011041
538,Parkinsonism Relat Disord,Parkinsonism & related disorders,63,5727,0.011001
539,Breast Cancer (Auckl),Breast cancer : basic and clinical research,4,364,0.010989
540,Immunol Med,Immunological medicine,3,273,0.010989
541,Adv Bioinformatics,Advances in bioinformatics,2,182,0.010989
542,Mol Cell Probes,Molecular and cellular probes,13,1189,0.010934
543,Plant Mol Biol,Plant molecular biology,28,2571,0.010891
544,F S Sci,F&S science,3,276,0.010870
545,Cancer Innov,Cancer innovation,2,184,0.010870
546,J Am Heart Assoc,Journal of the American Heart Association,127,11688,0.010866
547,Mech Ageing Dev,Mechanisms of ageing and development,18,1661,0.010837
548,Proc Am Thorac Soc,Proceedings of the American Thoracic Society,6,554,0.010830
549,Plant Physiol,Plant physiology,114,10540,0.010816
550,EURASIP J Bioinform Syst Biol,EURASIP journal on bioinformatics & systems biology,2,185,0.010811
551,Psoriasis (Auckl),"Psoriasis (Auckland, N.Z.)",2,185,0.010811
552,Annu Rev Pharmacol Toxicol,Annual review of pharmacology and toxicology,6,556,0.010791
553,Soc Reprod Fertil Suppl,Society of Reproduction and Fertility supplement,2,186,0.010753
554,Dis Model Mech,Disease models & mechanisms,26,2422,0.010735
555,Front Immunol,Frontiers in immunology,517,48479,0.010664
556,Evol Med Public Health,"Evolution, medicine, and public health",5,469,0.010661
557,J Crohns Colitis,Journal of Crohn's & colitis,37,3474,0.010651
558,Acta Neuropsychiatr,Acta neuropsychiatrica,10,939,0.010650
559,Biol Methods Protoc,Biology methods & protocols,4,376,0.010638
560,Stat Sin,Statistica Sinica,2,188,0.010638
561,Curr Opin Endocr Metab Res,Current opinion in endocrine and metabolic research,1,94,0.010638
562,Genes Dev,Genes & development,39,3672,0.010621
563,Curr Opin Hematol,Current opinion in hematology,14,1319,0.010614
564,Curr Protoc Bioinformatics,Current protocols in bioinformatics,3,283,0.010601
565,Nutr Metab (Lond),Nutrition & metabolism,17,1604,0.010599
566,Curr Neurol Neurosci Rep,Current neurology and neuroscience reports,17,1611,0.010552
567,EPMA J,The EPMA journal,6,569,0.010545
568,Curr Alzheimer Res,Current Alzheimer research,20,1897,0.010543
569,Front Biosci (Schol Ed),Frontiers in bioscience (Scholar edition),7,665,0.010526
570,Neurogenesis (Austin),"Neurogenesis (Austin, Tex.)",1,95,0.010526
571,Eur J Med Res,European journal of medical research,47,4472,0.010510
572,J Child Psychol Psychiatry,"Journal of child psychology and psychiatry, and allied disciplines",32,3050,0.010492
573,Curr Opin Pediatr,Current opinion in pediatrics,23,2195,0.010478
574,Eur J Clin Invest,European journal of clinical investigation,33,3153,0.010466
575,Sci China Life Sci,Science China. Life sciences,36,3441,0.010462
576,Nat Metab,Nature metabolism,15,1435,0.010453
577,Front Genome Ed,Frontiers in genome editing,3,287,0.010453
578,J Assoc Res Otolaryngol,Journal of the Association for Research in Otolaryngology : JARO,10,957,0.010449
579,Endocr Res,Endocrine research,5,479,0.010438
580,Prog Mol Subcell Biol,Progress in molecular and subcellular biology,2,192,0.010417
581,Expert Rev Ophthalmol,Expert review of ophthalmology,1,96,0.010417
582,Neuronal Signal,Neuronal signaling,1,96,0.010417
583,Bone,Bone,65,6249,0.010402
584,Exp Gerontol,Experimental gerontology,44,4233,0.010395
585,Genet Med Open,Genetics in medicine open,2,193,0.010363
586,J Biomed Res,Journal of biomedical research,10,966,0.010352
587,Int J Biostat,The international journal of biostatistics,5,483,0.010352
588,Animals (Basel),Animals : an open access journal from MDPI,239,23094,0.010349
589,Cell Biosci,Cell & bioscience,18,1740,0.010345
590,Front Med,Frontiers of medicine,11,1067,0.010309
591,Curr Epidemiol Rep,Current epidemiology reports,2,194,0.010309
592,J Lipids,Journal of lipids,2,194,0.010309
593,Biopsychosoc Sci Med,Biopsychosocial science and medicine,1,97,0.010309
594,Chin Med J Pulm Crit Care Med,Chinese medical journal pulmonary and critical care medicine,1,97,0.010309
595,ISRN Vet Sci,ISRN veterinary science,1,97,0.010309
596,J Open Source Softw,Journal of open source software,1,97,0.010309
597,Mol Plant Pathol,Molecular plant pathology,21,2038,0.010304
598,Exp Dermatol,Experimental dermatology,41,3980,0.010302
599,Annu Rev Pathol,Annual review of pathology,4,389,0.010283
600,JNCI Cancer Spectr,JNCI cancer spectrum,9,877,0.010262
601,Cardiovasc Res,Cardiovascular research,56,5470,0.010238
602,Methods Ecol Evol,Methods in ecology and evolution,1,98,0.010204
603,J Dev Orig Health Dis,Journal of developmental origins of health and disease,11,1080,0.010185
604,JCPP Adv,JCPP advances,3,295,0.010169
605,Cell Metab,Cell metabolism,39,3842,0.010151
606,Discov Med,Discovery medicine,14,1380,0.010145
607,Cephalalgia,Cephalalgia : an international journal of headache,35,3452,0.010139
608,JAMA Neurol,JAMA neurology,38,3751,0.010131
609,JDS Commun,JDS communications,6,593,0.010118
610,Cancer Res,Cancer research,138,13657,0.010105
611,Proc IEEE Int Conf Acoust Speech Signal Process,"Proceedings of the ... IEEE International Conference on Acoustics, Speech, and Signal Processing. ICASSP (Conference)",1,99,0.010101
612,Eur J Med Genet,European journal of medical genetics,25,2476,0.010097
613,J Cardiovasc Transl Res,Journal of cardiovascular translational research,17,1684,0.010095
614,Gastroenterology,Gastroenterology,120,11916,0.010070
615,Neurodegener Dis,Neuro-degenerative diseases,8,798,0.010025
616,Cancer Prev Res (Phila),"Cancer prevention research (Philadelphia, Pa.)",22,2197,0.010014
617,Life Sci Alliance,Life science alliance,17,1699,0.010006
618,Psychiatry Res,Psychiatry research,120,11996,0.010003
619,ISRN Dermatol,ISRN dermatology,1,100,0.010000
620,Prog Med Chem,Progress in medicinal chemistry,1,100,0.010000
621,Autism Res,Autism research : official journal of the International Society for Autism Research,22,2203,0.009986
622,Hepatol Commun,Hepatology communications,19,1903,0.009984
623,CNS Neurosci Ther,CNS neuroscience & therapeutics,34,3424,0.009930
624,Pediatr Obes,Pediatric obesity,13,1311,0.009916
625,Best Pract Res Clin Rheumatol,Best practice & research. Clinical rheumatology,12,1211,0.009909
626,BMC Dermatol,BMC dermatology,2,202,0.009901
627,Tumour Virus Res,Tumour virus research,1,101,0.009901
628,Aging Male,The aging male : the official journal of the International Society for the Study of the Aging Male,9,910,0.009890
629,Mol Brain,Molecular brain,15,1517,0.009888
