rank_volume,journal_key,full_title,gwas_hits,total_articles,fraction_gwas,meets_min_total
382,Neurosci Biobehav Rev,Neuroscience and biobehavioral reviews,36,5274,0.006826,Y
383,Leukemia,Leukemia,36,6996,0.005146,Y
384,Haematologica,Haematologica,36,7864,0.004578,Y
385,Nephrol Dial Transplant,"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association",36,8812,0.004085,Y
386,J Neurol,Journal of neurology,36,9310,0.003867,Y
387,Ecotoxicol Environ Saf,Ecotoxicology and environmental safety,36,16074,0.002240,Y
388,Int J Environ Res Public Health,International journal of environmental research and public health,36,65358,0.000551,Y
389,NPJ Genom Med,NPJ genomic medicine,35,582,0.060137,Y
390,DNA Res,DNA research : an international journal for rapid publication of reports on genes and genomes,35,774,0.045220,Y
391,Cold Spring Harb Perspect Med,Cold Spring Harbor perspectives in medicine,35,1312,0.026677,Y
392,Database (Oxford),Database : the journal of biological databases and curation,35,1755,0.019943,Y
393,Genes Chromosomes Cancer,"Genes, chromosomes & cancer",35,1801,0.019434,Y
394,J Adv Res,Journal of advanced research,35,2609,0.013415,Y
395,Cephalalgia,Cephalalgia : an international journal of headache,35,3452,0.010139,Y
396,Cancer Discov,Cancer discovery,35,4457,0.007853,Y
397,Ren Fail,Renal failure,35,4587,0.007630,Y
398,Environ Health Perspect,Environmental health perspectives,35,5840,0.005993,Y
399,Int J Mol Med,International journal of molecular medicine,35,6071,0.005765,Y
400,NAR Genom Bioinform,NAR genomics and bioinformatics,34,894,0.038031,Y
401,Genome,Genome,34,1568,0.021684,Y
402,Asian-Australas J Anim Sci,Asian-Australasian journal of animal sciences,34,2049,0.016593,Y
403,Nat Rev Nephrol,Nature reviews. Nephrology,34,2676,0.012706,Y
404,CNS Neurosci Ther,CNS neuroscience & therapeutics,34,3424,0.009930,Y
405,Hum Brain Mapp,Human brain mapping,34,6069,0.005602,Y
406,Int J Surg,"International journal of surgery (London, England)",34,9676,0.003514,Y
407,BMC Musculoskelet Disord,BMC musculoskeletal disorders,34,11106,0.003061,Y
408,Adv Genet,Advances in genetics,33,380,0.086842,Y
409,BMC Genom Data,BMC genomic data,33,444,0.074324,Y
410,Calcif Tissue Int,Calcified tissue international,33,2426,0.013603,Y
411,Eur J Clin Invest,European journal of clinical investigation,33,3153,0.010466,Y
412,Clin Exp Allergy,Clinical and experimental allergy : journal of the British Society for Allergy and Clinical Immunology,33,3684,0.008958,Y
413,Med Sci (Paris),Medecine sciences : M/S,33,4776,0.006910,Y
414,Mol Cell Endocrinol,Molecular and cellular endocrinology,33,5295,0.006232,Y
415,Endocrine,Endocrine,33,5469,0.006034,Y
416,Clin Chem,Clinical chemistry,33,5821,0.005669,Y
417,J Cancer Res Clin Oncol,Journal of cancer research and clinical oncology,33,6184,0.005336,Y
418,Cancer Sci,Cancer science,33,6316,0.005225,Y
419,Brain Res,Brain research,33,12567,0.002626,Y
420,Asian Pac J Cancer Prev,Asian Pacific journal of cancer prevention : APJCP,33,12862,0.002566,Y
421,Genes Nutr,Genes & nutrition,32,753,0.042497,Y
422,Anim Biotechnol,Animal biotechnology,32,1456,0.021978,Y
423,Nat Rev Neurol,Nature reviews. Neurology,32,2762,0.011586,Y
424,J Child Psychol Psychiatry,"Journal of child psychology and psychiatry, and allied disciplines",32,3050,0.010492,Y
425,Lancet Respir Med,The Lancet. Respiratory medicine,32,3836,0.008342,Y
426,Int J Chron Obstruct Pulmon Dis,International journal of chronic obstructive pulmonary disease,32,3980,0.008040,Y
427,Arch Toxicol,Archives of toxicology,32,4078,0.007847,Y
428,Toxicol Sci,Toxicological sciences : an official journal of the Society of Toxicology,32,4661,0.006865,Y
429,Heart Rhythm,Heart rhythm,32,7942,0.004029,Y
430,Chin Med J (Engl),Chinese medical journal,32,12365,0.002588,Y
431,Acta Diabetol,Acta diabetologica,31,2615,0.011855,Y
432,Metabolism,Metabolism: clinical and experimental,31,3822,0.008111,Y
433,Br J Psychiatry,The British journal of psychiatry : the journal of mental science,31,3925,0.007898,Y
434,BMC Gastroenterol,BMC gastroenterology,31,5425,0.005714,Y
435,BMC Neurol,BMC neurology,31,5434,0.005705,Y
436,Curr Med Chem,Current medicinal chemistry,31,6835,0.004535,Y
437,J Nutr,The Journal of nutrition,31,6936,0.004469,Y
438,Diabetes Res Clin Pract,Diabetes research and clinical practice,31,6971,0.004447,Y
439,Nat Biotechnol,Nature biotechnology,31,7236,0.004284,Y
440,Pediatr Res,Pediatric research,31,7414,0.004181,Y
441,mBio,mBio,31,8577,0.003614,Y
442,Life (Basel),"Life (Basel, Switzerland)",31,10580,0.002930,Y
443,BMC Syst Biol,BMC systems biology,30,1955,0.015345,Y
444,Anim Sci J,Animal science journal = Nihon chikusan Gakkaiho,30,2486,0.012068,Y
445,Clin Nutr,"Clinical nutrition (Edinburgh, Scotland)",30,5375,0.005581,Y
446,Tumour Biol,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine,30,6406,0.004683,Y
447,F1000Res,F1000Research,30,7080,0.004237,Y
448,Environ Int,Environment international,30,8379,0.003580,Y
449,Neurol Sci,Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology,30,8888,0.003375,Y
450,Ann Transl Med,Annals of translational medicine,30,9156,0.003277,Y
451,Oncogene,Oncogene,30,10243,0.002929,Y
452,Proc Biol Sci,Proceedings. Biological sciences,30,10680,0.002809,Y
453,J Agric Food Chem,Journal of agricultural and food chemistry,30,31106,0.000964,Y
454,Breed Sci,Breeding science,29,859,0.033760,Y
455,Nat Sci Sleep,Nature and science of sleep,29,1261,0.022998,Y
456,Curr Rheumatol Rep,Current rheumatology reports,29,1339,0.021658,Y
457,J Hered,The Journal of heredity,29,1695,0.017109,Y
458,Curr Psychiatry Rep,Current psychiatry reports,29,1799,0.016120,Y
459,Dig Dis,"Digestive diseases (Basel, Switzerland)",29,1826,0.015882,Y
460,Expert Rev Mol Diagn,Expert review of molecular diagnostics,29,1940,0.014948,Y
461,Bipolar Disord,Bipolar disorders,29,1970,0.014721,Y
462,Arch Med Sci,Archives of medical science : AMS,29,3055,0.009493,Y
463,Am J Hypertens,American journal of hypertension,29,3783,0.007666,Y
464,Philos Trans R Soc Lond B Biol Sci,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",29,7258,0.003996,Y
465,Clin Chim Acta,Clinica chimica acta; international journal of clinical chemistry,29,8071,0.003593,Y
466,BMC Oral Health,BMC oral health,29,8132,0.003566,Y
467,Cancer,Cancer,29,12257,0.002366,Y
468,J Urol,The Journal of urology,29,20813,0.001393,Y
469,Genet Res (Camb),Genetics research,28,476,0.058824,Y
470,Curr Opin Cardiol,Current opinion in cardiology,28,1734,0.016148,Y
471,Curr Cardiol Rep,Current cardiology reports,28,2466,0.011354,Y
472,Plant Mol Biol,Plant molecular biology,28,2571,0.010891,Y
473,JAMA Cardiol,JAMA cardiology,28,2874,0.009743,Y
474,J Clin Periodontol,Journal of clinical periodontology,28,2950,0.009492,Y
475,J Pathol,The Journal of pathology,28,3043,0.009201,Y
476,Curr Issues Mol Biol,Current issues in molecular biology,28,3361,0.008331,Y
477,J Pain Res,Journal of pain research,28,3957,0.007076,Y
478,Eur J Endocrinol,European journal of endocrinology,28,4248,0.006591,Y
479,Microbiol Spectr,Microbiology spectrum,28,8717,0.003212,Y
480,Cancer Lett,Cancer letters,28,8730,0.003207,Y
481,Microorganisms,Microorganisms,28,17055,0.001642,Y
482,Vavilovskii Zhurnal Genet Selektsii,Vavilovskii zhurnal genetiki i selektsii,27,614,0.043974,Y
483,Neurogenetics,Neurogenetics,27,784,0.034439,Y
484,Trends Mol Med,Trends in molecular medicine,27,1842,0.014658,Y
485,J Asthma,The Journal of asthma : official journal of the Association for the Care of Asthma,27,3428,0.007876,Y
486,Cell Stem Cell,Cell stem cell,27,3490,0.007736,Y
487,J Thorac Oncol,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,27,5982,0.004514,Y
488,Curr Pharm Des,Current pharmaceutical design,27,8809,0.003065,Y
489,Brain Sci,Brain sciences,27,9912,0.002724,Y
490,Eur Rev Med Pharmacol Sci,European review for medical and pharmacological sciences,27,12809,0.002108,Y
491,Neuroscience,Neuroscience,27,13419,0.002012,Y
492,Hereditas,Hereditas,26,825,0.031515,Y
493,J Psychiatry Neurosci,Journal of psychiatry & neuroscience : JPN,26,990,0.026263,Y
494,Ophthalmic Genet,Ophthalmic genetics,26,1612,0.016129,Y
495,Pigment Cell Melanoma Res,Pigment cell & melanoma research,26,1658,0.015682,Y
496,Evol Appl,Evolutionary applications,26,2004,0.012974,Y
497,Dis Model Mech,Disease models & mechanisms,26,2422,0.010735,Y
498,Autoimmun Rev,Autoimmunity reviews,26,2865,0.009075,Y
499,Nat Rev Endocrinol,Nature reviews. Endocrinology,26,2993,0.008687,Y
500,Cancer Causes Control,Cancer causes & control : CCC,26,3132,0.008301,Y
501,Front Mol Neurosci,Frontiers in molecular neuroscience,26,4329,0.006006,Y
502,Biosci Rep,Bioscience reports,26,4430,0.005869,Y
503,Hypertens Res,Hypertension research : official journal of the Japanese Society of Hypertension,26,4687,0.005547,Y
504,Clin Exp Rheumatol,Clinical and experimental rheumatology,26,6290,0.004134,Y
505,J Rheumatol,The Journal of rheumatology,26,7228,0.003597,Y
506,Sci Data,Scientific data,26,7391,0.003518,Y
507,Endocrinology,Endocrinology,26,7897,0.003292,Y
508,Comput Biol Med,Computers in biology and medicine,26,9649,0.002695,Y
509,J Clin Oncol,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,26,15869,0.001638,Y
510,J Vis Exp,Journal of visualized experiments : JoVE,26,16293,0.001596,Y
511,Environ Res,Environmental research,26,17399,0.001494,Y
512,Curr Protoc Hum Genet,Current protocols in human genetics,25,268,0.093284,Y
513,Bioinform Adv,Bioinformatics advances,25,857,0.029172,Y
514,Genetica,Genetica,25,1187,0.021061,Y
515,Trends Endocrinol Metab,Trends in endocrinology and metabolism: TEM,25,1666,0.015006,Y
516,Curr Mol Med,Current molecular medicine,25,1837,0.013609,Y
517,Curr Opin Neurol,Current opinion in neurology,25,1994,0.012538,Y
518,Curr Opin Immunol,Current opinion in immunology,25,2059,0.012142,Y
519,Biochem Genet,Biochemical genetics,25,2192,0.011405,Y
520,Eur J Med Genet,European journal of medical genetics,25,2476,0.010097,Y
521,Comput Biol Chem,Computational biology and chemistry,25,2644,0.009455,Y
522,J Immunol Res,Journal of immunology research,25,2973,0.008409,Y
523,Methods,"Methods (San Diego, Calif.)",25,3705,0.006748,Y
524,Neuro Oncol,Neuro-oncology,25,3820,0.006545,Y
525,Health Sci Rep,Health science reports,25,3866,0.006467,Y
526,Oral Dis,Oral diseases,25,4121,0.006066,Y
527,Clin Endocrinol (Oxf),Clinical endocrinology,25,4749,0.005264,Y
528,Diabet Med,Diabetic medicine : a journal of the British Diabetic Association,25,4952,0.005048,Y
529,J Neurol Neurosurg Psychiatry,"Journal of neurology, neurosurgery, and psychiatry",25,5178,0.004828,Y
530,Epilepsia,Epilepsia,25,7106,0.003518,Y
531,Fish Shellfish Immunol,Fish & shellfish immunology,25,9812,0.002548,Y
532,Front Physiol,Frontiers in physiology,25,18746,0.001334,Y
533,BMJ Open,BMJ open,25,42263,0.000592,Y
534,Biol Psychiatry Glob Open Sci,Biological psychiatry global open science,24,559,0.042934,Y
535,Mol Autism,Molecular autism,24,863,0.027810,Y
536,Birth Defects Res A Clin Mol Teratol,"Birth defects research. Part A, Clinical and molecular teratology",24,1012,0.023715,Y
537,Arch Neurol,Archives of neurology,24,1732,0.013857,Y
538,Expert Rev Clin Immunol,Expert review of clinical immunology,24,2166,0.011080,Y
539,Neurol Res,Neurological research,24,3021,0.007944,Y
540,Transl Vis Sci Technol,Translational vision science & technology,24,3113,0.007710,Y
541,Rinsho Shinkeigaku,Rinsho shinkeigaku = Clinical neurology,24,3298,0.007277,Y
542,J Am Med Inform Assoc,Journal of the American Medical Informatics Association : JAMIA,24,4082,0.005879,Y
543,Lupus,Lupus,24,4347,0.005521,Y
544,Can J Cardiol,The Canadian journal of cardiology,24,5645,0.004252,Y
545,Trop Anim Health Prod,Tropical animal health and production,24,5801,0.004137,Y
546,Med Sci Sports Exerc,Medicine and science in sports and exercise,24,5823,0.004122,Y
547,Cell Mol Life Sci,Cellular and molecular life sciences : CMLS,24,6707,0.003578,Y
548,J Orthop Surg Res,Journal of orthopaedic surgery and research,24,6904,0.003476,Y
549,Br J Nutr,The British journal of nutrition,24,7828,0.003066,Y
550,Lancet Oncol,The Lancet. Oncology,24,8779,0.002734,Y
551,BMC Infect Dis,BMC infectious diseases,24,14846,0.001617,Y
552,Wiley Interdiscip Rev Syst Biol Med,Wiley interdisciplinary reviews. Systems biology and medicine,23,426,0.053991,Y
553,Pharmgenomics Pers Med,Pharmacogenomics and personalized medicine,23,686,0.033528,Y
554,Plant Direct,Plant direct,23,718,0.032033,Y
555,J Bioinform Comput Biol,Journal of bioinformatics and computational biology,23,1042,0.022073,Y
556,Anim Biosci,Animal bioscience,23,1146,0.020070,Y
557,Transl Res,Translational research : the journal of laboratory and clinical medicine,23,1860,0.012366,Y
558,Int Dent J,International dental journal,23,2013,0.011426,Y
559,Curr Opin Pediatr,Current opinion in pediatrics,23,2195,0.010478,Y
560,Ann Clin Transl Neurol,Annals of clinical and translational neurology,23,2472,0.009304,Y
561,J Hum Hypertens,Journal of human hypertension,23,2490,0.009237,Y
562,J Gastroenterol,Journal of gastroenterology,23,2667,0.008624,Y
563,Biochim Biophys Acta Mol Basis Dis,Biochimica et biophysica acta. Molecular basis of disease,23,2969,0.007747,Y
564,Clin Immunol,"Clinical immunology (Orlando, Fla.)",23,3516,0.006542,Y
565,Thyroid,Thyroid : official journal of the American Thyroid Association,23,3997,0.005754,Y
566,J Neuroimmunol,Journal of neuroimmunology,23,4021,0.005720,Y
567,JAMA Ophthalmol,JAMA ophthalmology,23,4776,0.004816,Y
568,Mult Scler Relat Disord,Multiple sclerosis and related disorders,23,5151,0.004465,Y
569,Mol Cell Biol,Molecular and cellular biology,23,5426,0.004239,Y
570,Blood Adv,Blood advances,23,5683,0.004047,Y
571,Am J Hematol,American journal of hematology,23,6073,0.003787,Y
572,Zh Nevrol Psikhiatr Im S S Korsakova,Zhurnal nevrologii i psikhiatrii imeni S.S. Korsakova,23,6483,0.003548,Y
573,J Neurochem,Journal of neurochemistry,23,7344,0.003132,Y
574,Am J Gastroenterol,The American journal of gastroenterology,23,8614,0.002670,Y
575,Diagnostics (Basel),"Diagnostics (Basel, Switzerland)",23,17437,0.001319,Y
576,Cureus,Cureus,23,100846,0.000228,Y
577,Epigenetics Chromatin,Epigenetics & chromatin,22,834,0.026379,Y
578,J Am Stat Assoc,Journal of the American Statistical Association,22,861,0.025552,Y
579,Per Med,Personalized medicine,22,1269,0.017336,Y
580,Tissue Antigens,Tissue antigens,22,1910,0.011518,Y
581,Cancer Prev Res (Phila),"Cancer prevention research (Philadelphia, Pa.)",22,2197,0.010014,Y
582,Autism Res,Autism research : official journal of the International Society for Autism Research,22,2203,0.009986,Y
583,Stat Methods Med Res,Statistical methods in medical research,22,2237,0.009835,Y
584,DNA Cell Biol,DNA and cell biology,22,2256,0.009752,Y
585,Psychiatry Clin Neurosci,Psychiatry and clinical neurosciences,22,2294,0.009590,Y
586,Mol Med,"Molecular medicine (Cambridge, Mass.)",22,2334,0.009426,Y
587,Exp Mol Med,Experimental & molecular medicine,22,2581,0.008524,Y
588,J Biomed Inform,Journal of biomedical informatics,22,3237,0.006796,Y
589,Mol Genet Metab,Molecular genetics and metabolism,22,3260,0.006748,Y
590,Int J Med Sci,International journal of medical sciences,22,3510,0.006268,Y
591,Plant Cell Physiol,Plant & cell physiology,22,3730,0.005898,Y
592,Aging Clin Exp Res,Aging clinical and experimental research,22,3791,0.005803,Y
593,Shock,"Shock (Augusta, Ga.)",22,4049,0.005433,Y
594,Headache,Headache,22,4156,0.005294,Y
595,Nicotine Tob Res,Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco,22,4891,0.004498,Y
596,Eur J Prev Cardiol,European journal of preventive cardiology,22,4971,0.004426,Y
597,Br J Clin Pharmacol,British journal of clinical pharmacology,22,6008,0.003662,Y
598,J Int Med Res,The Journal of international medical research,22,7916,0.002779,Y
599,J Cell Biochem,Journal of cellular biochemistry,22,8307,0.002648,Y
600,J Eur Acad Dermatol Venereol,Journal of the European Academy of Dermatology and Venereology : JEADV,22,11157,0.001972,Y
601,Arch Gen Psychiatry,Archives of general psychiatry,21,921,0.022801,Y
602,Mutagenesis,Mutagenesis,21,1109,0.018936,Y
603,Cancer Genet,Cancer genetics,21,1136,0.018486,Y
604,Clin Rev Allergy Immunol,Clinical reviews in allergy & immunology,21,1154,0.018198,Y
605,Cell Syst,Cell systems,21,1282,0.016381,Y
606,Curr Opin Gastroenterol,Current opinion in gastroenterology,21,1624,0.012931,Y
607,Curr Opin Clin Nutr Metab Care,Current opinion in clinical nutrition and metabolic care,21,1789,0.011738,Y
608,Endocr Metab Immune Disord Drug Targets,"Endocrine, metabolic & immune disorders drug targets",21,1884,0.011146,Y
609,Mol Plant Pathol,Molecular plant pathology,21,2038,0.010304,Y
610,Clin Calcium,Clinical calcium,21,2135,0.009836,Y
611,Andrology,Andrology,21,2187,0.009602,Y
612,Int J Neuropsychopharmacol,The international journal of neuropsychopharmacology,21,2234,0.009400,Y
613,J Dermatol Sci,Journal of dermatological science,21,2531,0.008297,Y
614,Cancer Epidemiol,Cancer epidemiology,21,2616,0.008028,Y
615,Transl Androl Urol,Translational andrology and urology,21,3078,0.006823,Y
616,Dis Markers,Disease markers,21,3484,0.006028,Y
617,Am J Cancer Res,American journal of cancer research,21,3668,0.005725,Y
618,J Inflamm Res,Journal of inflammation research,21,3818,0.005500,Y
