year,rank_share,journal_key,full_title,gwas_hits,total_articles,fraction_gwas
2009,34,J Psychiatry Neurosci,Journal of psychiatry & neuroscience : JPN,3,56,0.053571
2009,35,J Autoimmun,Journal of autoimmunity,4,76,0.052632
2009,36,J Med Genet,Journal of medical genetics,7,135,0.051852
2009,37,Mamm Genome,Mammalian genome : official journal of the International Mammalian Genome Society,4,78,0.051282
2009,38,Curr Opin Rheumatol,Current opinion in rheumatology,5,98,0.051020
2009,39,Genomics,Genomics,6,126,0.047619
2009,40,Arch Gen Psychiatry,Archives of general psychiatry,7,148,0.047297
2009,41,Parasite Immunol,Parasite immunology,4,85,0.047059
2009,42,Genetica,Genetica,6,129,0.046512
2009,43,Curr Opin Genet Dev,Current opinion in genetics & development,4,87,0.045977
2009,44,Curr Oncol Rep,Current oncology reports,3,69,0.043478
2009,45,J Psychiatr Res,Journal of psychiatric research,6,148,0.040541
2009,46,Genetics,Genetics,16,399,0.040100
2009,47,Neurogenetics,Neurogenetics,2,50,0.040000
2009,48,Sci Transl Med,Science translational medicine,2,50,0.040000
2009,49,Cancer Epidemiol Biomarkers Prev,"Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology",19,482,0.039419
2009,50,Bioinformatics,"Bioinformatics (Oxford, England)",27,691,0.039074
2009,51,Curr Diab Rep,Current diabetes reports,3,77,0.038961
2009,52,Epidemiol Psichiatr Soc,Epidemiologia e psichiatria sociale,2,52,0.038462
2009,53,Dig Dis,"Digestive diseases (Basel, Switzerland)",4,106,0.037736
2009,54,Carcinogenesis,Carcinogenesis,10,273,0.036630
2009,55,Genome Biol,Genome biology,8,222,0.036036
2009,56,J Appl Genet,Journal of applied genetics,2,59,0.033898
2009,57,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,12,363,0.033058
2009,58,Immunol Invest,Immunological investigations,2,65,0.030769
2009,59,Amyotroph Lateral Scler,Amyotrophic lateral sclerosis : official publication of the World Federation of Neurology Research Group on Motor Neuron Diseases,3,98,0.030612
2009,60,Obesity (Silver Spring),"Obesity (Silver Spring, Md.)",11,366,0.030055
2009,61,Curr Opin Neurol,Current opinion in neurology,3,100,0.030000
2009,62,Hum Mutat,Human mutation,8,270,0.029630
2009,63,Am J Epidemiol,American journal of epidemiology,11,373,0.029491
2009,64,Birth Defects Res A Clin Mol Teratol,"Birth defects research. Part A, Clinical and molecular teratology",3,102,0.029412
2009,65,Mol Genet Genomics,Molecular genetics and genomics : MGG,3,102,0.029412
2009,66,Immunogenetics,Immunogenetics,2,68,0.029412
2009,67,Curr Rheumatol Rep,Current rheumatology reports,2,69,0.028986
2009,68,Biometrics,Biometrics,4,140,0.028571
2009,69,Trends Neurosci,Trends in neurosciences,2,70,0.028571
2009,70,Diabetologia,Diabetologia,10,353,0.028329
2009,71,Curr Neurol Neurosci Rep,Current neurology and neuroscience reports,2,71,0.028169
2009,72,Curr Opin Immunol,Current opinion in immunology,3,108,0.027778
2009,73,BMC Med Genomics,BMC medical genomics,2,72,0.027778
2009,74,Expert Rev Mol Diagn,Expert review of molecular diagnostics,2,76,0.026316
2009,75,Curr Opin Hematol,Current opinion in hematology,2,78,0.025641
2009,76,Int J Biol Sci,International journal of biological sciences,2,78,0.025641
2009,77,J Genet Genomics,Journal of genetics and genomics = Yi chuan xue bao,2,78,0.025641
2009,78,Per Med,Personalized medicine,2,78,0.025641
2009,79,Prog Neuropsychopharmacol Biol Psychiatry,Progress in neuro-psychopharmacology & biological psychiatry,7,283,0.024735
2009,80,J Intern Med,Journal of internal medicine,3,124,0.024194
2009,81,Genet Med,Genetics in medicine : official journal of the American College of Medical Genetics,3,125,0.024000
2009,82,Croat Med J,Croatian medical journal,2,84,0.023810
2009,83,Neurobiol Aging,Neurobiology of aging,5,212,0.023585
2009,84,Schizophr Res,Schizophrenia research,8,342,0.023392
2009,85,BMC Bioinformatics,BMC bioinformatics,16,699,0.022890
2009,86,Nat Rev Neurol,Nature reviews. Neurology,2,89,0.022472
2009,87,Nat Rev Endocrinol,Nature reviews. Endocrinology,2,90,0.022222
2009,88,J Bone Miner Res,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,5,235,0.021277
2009,89,Eur J Epidemiol,European journal of epidemiology,2,94,0.021277
2009,90,BMC Genomics,BMC genomics,15,710,0.021127
2009,91,Curr Opin Lipidol,Current opinion in lipidology,2,95,0.021053
2009,92,Zhonghua Yi Xue Yi Chuan Xue Za Zhi,Zhonghua yi xue yi chuan xue za zhi = Zhonghua yixue yichuanxue zazhi = Chinese journal of medical genetics,3,144,0.020833
2009,93,Biol Psychiatry,Biological psychiatry,7,345,0.020290
2009,94,Taiwan J Obstet Gynecol,Taiwanese journal of obstetrics & gynecology,2,99,0.020202
2009,95,Arthritis Res Ther,Arthritis research & therapy,6,301,0.019934
2009,96,Acta Dermatovenerol Croat,Acta dermatovenerologica Croatica : ADC,1,51,0.019608
2009,97,Islets,Islets,1,51,0.019608
2009,98,Surg Oncol Clin N Am,Surgical oncology clinics of North America,1,51,0.019608
2009,99,Diabetes Metab Res Rev,Diabetes/metabolism research and reviews,2,103,0.019417
2009,100,J Am Soc Hypertens,Journal of the American Society of Hypertension : JASH,1,52,0.019231
2009,101,Semin Hematol,Seminars in hematology,1,52,0.019231
2009,102,Addict Biol,Addiction biology,1,53,0.018868
2009,103,Cold Spring Harb Symp Quant Biol,Cold Spring Harbor symposia on quantitative biology,1,53,0.018868
2009,104,Bipolar Disord,Bipolar disorders,2,107,0.018692
2009,105,Proc Am Thorac Soc,Proceedings of the American Thoracic Society,2,108,0.018519
2009,106,Crit Care Clin,Critical care clinics,1,54,0.018519
2009,107,Gut,Gut,6,325,0.018462
2009,108,Pigment Cell Melanoma Res,Pigment cell & melanoma research,2,109,0.018349
2009,109,Z Kinder Jugendpsychiatr Psychother,Zeitschrift fur Kinder- und Jugendpsychiatrie und Psychotherapie,2,110,0.018182
2009,110,Biomed Pap Med Fac Univ Palacky Olomouc Czech Repub,"Biomedical papers of the Medical Faculty of the University Palacky, Olomouc, Czechoslovakia",1,55,0.018182
2009,111,Genet Sel Evol,"Genetics, selection, evolution : GSE",1,55,0.018182
2009,112,J Investig Med,Journal of investigative medicine : the official publication of the American Federation for Clinical Research,1,55,0.018182
2009,113,Depress Anxiety,Depression and anxiety,3,166,0.018072
2009,114,BMC Cardiovasc Disord,BMC cardiovascular disorders,1,56,0.017857
2009,115,Transfus Med Hemother,Transfusion medicine and hemotherapy : offizielles Organ der Deutschen Gesellschaft fur Transfusionsmedizin und Immunhamatologie,1,56,0.017857
2009,116,Curr Opin Pharmacol,Current opinion in pharmacology,2,116,0.017241
2009,117,Pharmacogenet Genomics,Pharmacogenetics and genomics,2,116,0.017241
2009,118,Brief Bioinform,Briefings in bioinformatics,1,58,0.017241
2009,119,J Prev Med Public Health,Journal of preventive medicine and public health = Yebang Uihakhoe chi,1,58,0.017241
2009,120,J Comput Biol,Journal of computational biology : a journal of computational molecular cell biology,2,118,0.016949
2009,121,Behav Genet,Behavior genetics,1,59,0.016949
2009,122,Clin Perinatol,Clinics in perinatology,1,59,0.016949
2009,123,Clin Calcium,Clinical calcium,3,179,0.016760
2009,124,Cardiol Clin,Cardiology clinics,1,60,0.016667
2009,125,Lipids Health Dis,Lipids in health and disease,1,60,0.016667
2009,126,Trends Mol Med,Trends in molecular medicine,1,60,0.016667
2009,127,Prostate,The Prostate,3,182,0.016484
2009,128,Curr Opin Pediatr,Current opinion in pediatrics,2,122,0.016393
2009,129,Z Rheumatol,Zeitschrift fur Rheumatologie,2,122,0.016393
2009,130,Curr Genomics,Current genomics,1,61,0.016393
2009,131,Breast Care (Basel),"Breast care (Basel, Switzerland)",1,62,0.016129
2009,132,J Anim Breed Genet,Journal of animal breeding and genetics = Zeitschrift fur Tierzuchtung und Zuchtungsbiologie,1,62,0.016129
2009,133,J Oncol,Journal of oncology,1,62,0.016129
2009,134,Biofactors,"BioFactors (Oxford, England)",1,63,0.015873
2009,135,Curr Allergy Asthma Rep,Current allergy and asthma reports,1,63,0.015873
2009,136,Neuropediatrics,Neuropediatrics,1,63,0.015873
2009,137,Dermatitis,"Dermatitis : contact, atopic, occupational, drug",1,64,0.015625
2009,138,Expert Rev Gastroenterol Hepatol,Expert review of gastroenterology & hepatology,1,64,0.015625
2009,139,Am J Gastroenterol,The American journal of gastroenterology,9,580,0.015517
2009,140,J Pain,The journal of pain,2,130,0.015385
2009,141,Cardiovasc Diabetol,Cardiovascular diabetology,1,65,0.015385
2009,142,Trop Gastroenterol,Tropical gastroenterology : official journal of the Digestive Diseases Foundation,1,65,0.015385
2009,143,Best Pract Res Clin Rheumatol,Best practice & research. Clinical rheumatology,1,66,0.015152
2009,144,Am J Psychiatry,The American journal of psychiatry,4,265,0.015094
2009,145,J Natl Cancer Inst,Journal of the National Cancer Institute,5,332,0.015060
2009,146,Child Adolesc Psychiatr Clin N Am,Child and adolescent psychiatric clinics of North America,1,68,0.014706
2009,147,Comput Biol Chem,Computational biology and chemistry,1,68,0.014706
2009,148,J Mol Endocrinol,Journal of molecular endocrinology,1,68,0.014706
2009,149,Lancet Neurol,The Lancet. Neurology,3,206,0.014563
2009,150,J Genet,Journal of genetics,1,69,0.014493
2009,151,Gastroenterology Res,Gastroenterology research,1,70,0.014286
2009,152,J Cardiovasc Transl Res,Journal of cardiovascular translational research,1,70,0.014286
2009,153,Pharmacopsychiatry,Pharmacopsychiatry,1,70,0.014286
2009,154,Am J Med Genet A,American journal of medical genetics. Part A,7,493,0.014199
2009,155,Psychiatry Clin Neurosci,Psychiatry and clinical neurosciences,2,141,0.014184
2009,156,Bosn J Basic Med Sci,Bosnian journal of basic medical sciences,1,71,0.014085
2009,157,Curr Opin Endocrinol Diabetes Obes,"Current opinion in endocrinology, diabetes, and obesity",1,71,0.014085
2009,158,Int Rev Psychiatry,"International review of psychiatry (Abingdon, England)",1,71,0.014085
2009,159,Mt Sinai J Med,"The Mount Sinai journal of medicine, New York",1,71,0.014085
2009,160,Curr Opin Drug Discov Devel,Current opinion in drug discovery & development,1,72,0.013889
2009,161,Curr Atheroscler Rep,Current atherosclerosis reports,1,73,0.013699
2009,162,Twin Res Hum Genet,Twin research and human genetics : the official journal of the International Society for Twin Studies,1,74,0.013514
2009,163,Tissue Antigens,Tissue antigens,3,223,0.013453
2009,164,Semin Cell Dev Biol,Seminars in cell & developmental biology,2,149,0.013423
2009,165,Neurotherapeutics,Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics,1,75,0.013333
2009,166,Endocrinol Nutr,Endocrinologia y nutricion : organo de la Sociedad Espanola de Endocrinologia y Nutricion,2,151,0.013245
2009,167,Aging Cell,Aging cell,1,76,0.013158
2009,168,Best Pract Res Clin Gastroenterol,Best practice & research. Clinical gastroenterology,1,76,0.013158
2009,169,Curr Gastroenterol Rep,Current gastroenterology reports,1,76,0.013158
2009,170,Fam Cancer,Familial cancer,1,76,0.013158
2009,171,Breast Cancer Res,Breast cancer research : BCR,2,153,0.013072
2009,172,PLoS One,PloS one,57,4402,0.012949
2009,173,J Clin Invest,The Journal of clinical investigation,5,392,0.012755
2009,174,Cancer Epidemiol,Cancer epidemiology,1,79,0.012658
2009,175,Eur Arch Psychiatry Clin Neurosci,European archives of psychiatry and clinical neuroscience,1,79,0.012658
2009,176,Acta Haematol,Acta haematologica,1,80,0.012500
2009,177,Eur Psychiatry,European psychiatry : the journal of the Association of European Psychiatrists,1,80,0.012500
2009,178,Med Clin North Am,The Medical clinics of North America,1,80,0.012500
2009,179,Environ Health,Environmental health : a global access science source,1,81,0.012346
2009,180,Hematol Oncol Clin North Am,Hematology/oncology clinics of North America,1,81,0.012346
2009,181,Transl Res,Translational research : the journal of laboratory and clinical medicine,1,81,0.012346
2009,182,Stat Med,Statistics in medicine,3,257,0.011673
2009,183,Diabetes Metab,Diabetes & metabolism,1,86,0.011628
2009,184,J Androl,Journal of andrology,1,86,0.011628
2009,185,J Hypertens,Journal of hypertension,4,345,0.011594
2009,186,Nat Methods,Nature methods,2,173,0.011561
2009,187,Neuropsychopharmacology,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,3,260,0.011538
2009,188,Ann Cardiol Angeiol (Paris),Annales de cardiologie et d'angeiologie,1,87,0.011494
2009,189,Korean Circ J,Korean circulation journal,1,87,0.011494
2009,190,Obes Rev,Obesity reviews : an official journal of the International Association for the Study of Obesity,1,87,0.011494
2009,191,CNS Drugs,CNS drugs,1,88,0.011364
2009,192,Curr Opin Obstet Gynecol,Current opinion in obstetrics & gynecology,1,88,0.011364
2009,193,RNA Biol,RNA biology,1,88,0.011364
2009,194,Hum Immunol,Human immunology,2,177,0.011299
2009,195,Adv Gerontol,Advances in gerontology = Uspekhi gerontologii,1,89,0.011236
2009,196,Semin Thromb Hemost,Seminars in thrombosis and hemostasis,1,89,0.011236
2009,197,Horm Res,Hormone research,2,180,0.011111
2009,198,J Stroke Cerebrovasc Dis,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,1,90,0.011111
2009,199,Med Sci (Paris),Medecine sciences : M/S,3,271,0.011070
2009,200,Int J Lab Hematol,International journal of laboratory hematology,1,91,0.010989
2009,201,Pancreatology,Pancreatology : official journal of the International Association of Pancreatology (IAP) ... [et al.],1,91,0.010989
2009,202,Mol Endocrinol,"Molecular endocrinology (Baltimore, Md.)",2,183,0.010929
2009,203,Clin Genet,Clinical genetics,2,184,0.010870
2009,204,Coron Artery Dis,Coronary artery disease,1,92,0.010870
2009,205,Diabetes Obes Metab,"Diabetes, obesity & metabolism",2,185,0.010811
2009,206,Arthritis Rheum,Arthritis and rheumatism,8,743,0.010767
2009,207,Hypertens Res,Hypertension research : official journal of the Japanese Society of Hypertension,2,187,0.010695
2009,208,Arch Neurol,Archives of neurology,3,282,0.010638
2009,209,J Neural Transm (Vienna),"Journal of neural transmission (Vienna, Austria : 1996)",2,189,0.010582
2009,210,Curr Opin Pulm Med,Current opinion in pulmonary medicine,1,95,0.010526
2009,211,Mech Ageing Dev,Mechanisms of ageing and development,1,95,0.010526
2009,212,Asian J Androl,Asian journal of andrology,1,96,0.010417
2009,213,PLoS Med,PLoS medicine,2,194,0.010309
2009,214,Curr Mol Med,Current molecular medicine,1,97,0.010309
2009,215,Epigenetics,Epigenetics,1,97,0.010309
2009,216,J Diabetes Sci Technol,Journal of diabetes science and technology,2,196,0.010204
2009,217,F1000 Biol Rep,F1000 biology reports,1,98,0.010204
2009,218,Genes Chromosomes Cancer,"Genes, chromosomes & cancer",1,98,0.010204
2009,219,Seishin Shinkeigaku Zasshi,Seishin shinkeigaku zasshi = Psychiatria et neurologia Japonica,2,197,0.010152
2009,220,Inflamm Bowel Dis,Inflammatory bowel diseases,3,297,0.010101
2009,221,Curr Opin Clin Nutr Metab Care,Current opinion in clinical nutrition and metabolic care,1,99,0.010101
2009,222,J Immunother,"Journal of immunotherapy (Hagerstown, Md. : 1997)",1,99,0.010101
2009,223,Cancer Res,Cancer research,12,1189,0.010093
2009,224,Nature,Nature,22,2201,0.009995
2009,225,J Invest Dermatol,The Journal of investigative dermatology,4,404,0.009901
2009,226,Exp Mol Med,Experimental & molecular medicine,1,101,0.009901
2009,227,Fortschr Neurol Psychiatr,Fortschritte der Neurologie-Psychiatrie,1,101,0.009901
2009,228,Mol Syst Biol,Molecular systems biology,1,101,0.009901
2009,229,Atherosclerosis,Atherosclerosis,6,611,0.009820
2009,230,Dev Cell,Developmental cell,2,204,0.009804
2009,231,Blood Cells Mol Dis,"Blood cells, molecules & diseases",1,102,0.009804
2009,232,Curr Opin Biotechnol,Current opinion in biotechnology,1,102,0.009804
2009,233,Pharmacol Ther,Pharmacology & therapeutics,1,102,0.009804
2009,234,Neth Heart J,Netherlands heart journal : monthly journal of the Netherlands Society of Cardiology and the Netherlands Heart Foundation,1,104,0.009615
2009,235,Mol Vis,Molecular vision,3,314,0.009554
2009,236,Endocr Relat Cancer,Endocrine-related cancer,1,105,0.009524
2009,237,Immunity,Immunity,2,212,0.009434
2009,238,Mol Biotechnol,Molecular biotechnology,1,106,0.009434
2009,239,Int J Stroke,International journal of stroke : official journal of the International Stroke Society,1,107,0.009346
2009,240,Nihon Ronen Igakkai Zasshi,Nihon Ronen Igakkai zasshi. Japanese journal of geriatrics,1,107,0.009346
2009,241,Zhejiang Da Xue Xue Bao Yi Xue Ban,Zhejiang da xue xue bao. Yi xue ban = Journal of Zhejiang University. Medical sciences,1,107,0.009346
2009,242,J Altern Complement Med,"Journal of alternative and complementary medicine (New York, N.Y.)",2,216,0.009259
2009,243,Biol Psychol,Biological psychology,1,108,0.009259
2009,244,Curr Opin Plant Biol,Current opinion in plant biology,1,109,0.009174
2009,245,Curr Opin Urol,Current opinion in urology,1,109,0.009174
2009,246,J Viral Hepat,Journal of viral hepatitis,1,109,0.009174
2009,247,Physiol Genomics,Physiological genomics,1,109,0.009174
2009,248,Exp Gerontol,Experimental gerontology,1,110,0.009091
